"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","InspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","Inspectorate (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","MSOA (code)","LSOA (code)"
116345,"850","Hampshire","3213","Whitewater Church of England Primary School","Voluntary controlled school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",140,"No Special Classes","18-01-2018","126","60","66","0","Not applicable","","Not applicable","","Not under a federation","",10071546,"","Not applicable","05-07-2018","The Street","Rotherwick","","Hook","Hampshire","RG27 9BG","www.whitewater.hants.sch.uk/","01256762637","Miss","Lucy","Edwards","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Hook","North East Hampshire","Rural village","E10000014",471236,156303,"","Hart 006","Hart 006B","","","","","Good","South-East England and South London","","10093263495","","E02004756","E01022882"
116346,"851","Portsmouth","3214","St George's Beneficial Church of England (Voluntary Controlled) Primary School","Voluntary controlled school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Portsmouth (ce)","Not applicable",330,"No Special Classes","18-01-2018","332","190","142","27.8","Not applicable","","Not applicable","","Not under a federation","",10077399,"","Not applicable","12-07-2018","Hanover Street","Portsea","","Portsmouth","Hampshire","PO1 3BN","www.stgbs.co.uk","02392822886","Mrs","S","Gibb","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Portsmouth","Charles Dickens","Portsmouth South","Urban city and town","E06000044",463283,100305,"","Portsmouth 016","Portsmouth 016G","","","","","Good","South-East England and South London","","1775034695","","E02003539","E01033381"
116348,"850","Hampshire","3300","Amport Church of England Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",98,"No Special Classes","18-01-2018","92","40","52","0","Not applicable","","Not applicable","","Not under a federation","",10071545,"","Not applicable","28-02-2017","The Green","Amport","","Andover","Hampshire","SP11 8BA","www.amport.hants.sch.uk/","01264772396","Mrs","Bernadette","Fleet","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Amport","North West Hampshire","Rural village","E10000014",430269,144278,"","Test Valley 007","Test Valley 007A","","","","","Good","South-East England and South London","","200000698458","","E02004820","E01023159"
116349,"850","Hampshire","3301","Appleshaw St Peter's CofE Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",105,"No Special Classes","18-01-2018","104","50","54","1","Not applicable","","Not applicable","","Not under a federation","",10071544,"","Not applicable","12-09-2017","Ragged Appleshaw","","","Andover","Hampshire","SP11 9HR","http://www.appleshawschool.com","01264772210","Mr","Ian","Hickman","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Penton Bellinger","North West Hampshire","Rural village","E10000014",431092,148991,"","Test Valley 005","Test Valley 005E","","","","","Good","South-East England and South London","","100060567856","","E02004818","E01023196"
116350,"850","Hampshire","3305","St Mary's Church of England Voluntary Aided Junior School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",360,"No Special Classes","18-01-2018","358","183","175","3.9","Not applicable","","Not applicable","","Not under a federation","",10078531,"","Not applicable","05-02-2015","Belle Vue Road","Old Basing","","Basingstoke","Hampshire","RG24 7DE","http://www.st-marys-jun.hants.sch.uk","01256465092","Ms","Caroline","Welch","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Basing","Basingstoke","Urban city and town","E10000014",466808,152929,"","Basingstoke and Deane 017","Basingstoke and Deane 017A","","","","","Good","South-East England and South London","","100062461292","","E02004691","E01022467"
116351,"850","Hampshire","3308","St Mary's Bentworth Church of England Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",118,"No Special Classes","18-01-2018","107","47","60","0.9","Not applicable","","Not applicable","","Not under a federation","",10071543,"","Not applicable","14-01-2016","Church Street","Bentworth","","Alton","Hampshire","GU34 5RE","www.bentworth.hants.sch.uk/","01420562117","Mrs","Joanna","Ayres","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Downland","East Hampshire","Rural hamlet and isolated dwellings","E10000014",466485,140242,"","East Hampshire 007","East Hampshire 007A","","","","","Good","South-East England and South London","","1710004710","","E02004703","E01022591"
116352,"850","Hampshire","3310","St Matthew's Church of England Aided Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Church of England","Does not apply","Diocese of Portsmouth (ce)","Not applicable",210,"No Special Classes","18-01-2018","195","102","93","6.7","Not applicable","","Not applicable","","Not under a federation","",10071542,"","Not applicable","22-11-2017","Drift Road","Blackmoor","","Liss","Hampshire","GU33 6BN","www.st-matthews.hants.sch.uk/","01420472844","Mrs","K","Pennicotte-Henrie","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Selborne","East Hampshire","Rural hamlet and isolated dwellings","E10000014",478326,133704,"","East Hampshire 008","East Hampshire 008A","","","","","Good","South-East England and South London","","10009815292","","E02004704","E01022630"
116353,"850","Hampshire","3311","William Gilpin Church of England Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",119,"No Special Classes","18-01-2018","124","58","66","4.8","Not applicable","","Not applicable","","Not under a federation","",10071541,"","Not applicable","14-02-2017","Pilley Hill","Boldre","","Lymington","Hampshire","SO41 5QG","www.williamgilpin.hants.sch.uk","01590673460","Mrs","Kirsten","Kennedy","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Boldre and Sway","New Forest East","Urban city and town","E10000014",432601,98223,"","New Forest 017","New Forest 017A","","","","","Good","South-East England and South London","","10007454052","","E02004795","E01022990"
116354,"850","Hampshire","3318","Compton All Saints Church of England Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",119,"No Special Classes","18-01-2018","114","52","62","1.8","Not applicable","","Not applicable","","Not under a federation","",10071540,"","Not applicable","13-12-2017","Compton Street","Compton","","Winchester","Hampshire","SO21 2AS","http://comptonallsaints.co.uk","01962712035","Ms","Allison V","Driver","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","Badger Farm and Oliver's Battery","Winchester","Rural village","E10000014",446902,125698,"","Winchester 009","Winchester 009A","","","","","Good","South-East England and South London","","200000174030","","E02004837","E01023229"
116355,"850","Hampshire","3321","Dogmersfield Church of England Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",140,"No Special Classes","18-01-2018","129","67","62","0","Not applicable","","Not applicable","","Not under a federation","",10071539,"","Not applicable","28-06-2016","Chatter Alley","Dogmersfield","","Hook","Hampshire","RG27 8SS","www.dogmersfield.hants.sch.uk","01252616345","Mrs","Dot","Patton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Odiham","North East Hampshire","Urban city and town","E10000014",478284,153066,"","Hart 008","Hart 008E","","","","","Good","South-East England and South London","","200001015976","","E02004758","E01022887"
116356,"850","Hampshire","3325","St Martin's East Woodhay Church of England (Aided) Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",140,"No Special Classes","18-01-2018","129","64","65","0","Not applicable","","Not applicable","","Not under a federation","",10071538,"","Not applicable","13-03-2018","East End","","","Newbury","Berkshire","RG20 0AF","http://st-martins.hants.sch.uk/","01635253489","Mrs","Katy","Bartlett","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","East Woodhay","North West Hampshire","Rural hamlet and isolated dwellings","E10000014",441363,161240,"","Basingstoke and Deane 003","Basingstoke and Deane 003D","","","","","Good","South-East England and South London","","10002236374","","E02004677","E01022500"
116357,"850","Hampshire","3326","Charles Kingsley's Church of England Primary School","Voluntary aided school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",5,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",218,"No Special Classes","18-01-2018","214","96","118","3.8","Not applicable","","Not applicable","","Not under a federation","",10078530,"","Not applicable","03-03-2011","Glaston Hill Road","Eversley","","Hook","Hampshire","RG27 0LX","www.charleskingsleys.hants.sch.uk","01189732187","Mrs","Zoe","Charlton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Hartley Wintney","North East Hampshire","Rural hamlet and isolated dwellings","E10000014",478330,161563,"","Hart 002","Hart 002A","","","","","Outstanding","South-East England and South London","","100062463916","","E02004752","E01022859"
